Title,Type1,Volum,Location,Date_mfg,NameHost,Track,When,Who,Mail,Status,DetailStatus,Note,Modified,Modified By
41B01FEX1013,Dry che,10 ปอนด์,ภายในห้องทำลาย,1/1/2021,ศหญ.,FALSE,5/21/2024 9:13 AM,เลิศพงษ์ วงษ์บุตรดี,LeartphW@bot.or.th,ปกติ,,,5/25/2024 10:47 AM,Chakri Suwankrajang (จักรี สุวรรณกระจ่าง)
41B01FEX1015,Dry che,10 ปอนด์,ภายในห้องอัดเศษ,1/1/2021,ศหญ.,FALSE,5/21/2024 9:14 AM,เลิศพงษ์ วงษ์บุตรดี,LeartphW@bot.or.th,ปกติ,,,5/25/2024 10:47 AM,Chakri Suwankrajang (จักรี สุวรรณกระจ่าง)
41B01FEX1016,CO2,15 ปอนด์,ภายในห้องปั๊มลม,1/1/2021,ศหญ.,FALSE,5/21/2024 9:14 AM,เลิศพงษ์ วงษ์บุตรดี,LeartphW@bot.or.th,ปกติ,,,5/25/2024 10:47 AM,Chakri Suwankrajang (จักรี สุวรรณกระจ่าง)
41B01FEX1017,CO2,15 ปอนด์,ภายในห้องไฟฟ้า 3,1/1/2021,ศหญ.,FALSE,5/21/2024 9:16 AM,เลิศพงษ์ วงษ์บุตรดี,LeartphW@bot.or.th,ปกติ,,,5/25/2024 10:47 AM,Chakri Suwankrajang (จักรี สุวรรณกระจ่าง)
41B01FEX1018,Dry che,10 ปอนด์,ภายในห้องช่าง,1/1/2021,ศหญ.,FALSE,5/21/2024 9:19 AM,เลิศพงษ์ วงษ์บุตรดี,LeartphW@bot.or.th,ปกติ,,,5/25/2024 10:47 AM,Chakri Suwankrajang (จักรี สุวรรณกระจ่าง)
41B01FEX1021,Dry che,10 ปอนด์,ประตูเหล็กโถงหน้าห้องรับจ่าย,1/1/2021,ศหญ.,FALSE,5/23/2024 2:49 PM,เลิศพงษ์ วงษ์บุตรดี,LeartphW@bot.or.th,ปกติ,,,5/25/2024 10:47 AM,Chakri Suwankrajang (จักรี สุวรรณกระจ่าง)
41B01FEX1023,Dry che,10 ปอนด์,โถงหน้าห้องรับจ่าย,1/1/2021,ศหญ.,FALSE,5/23/2024 2:50 PM,เลิศพงษ์ วงษ์บุตรดี,LeartphW@bot.or.th,ปกติ,,,5/25/2024 10:47 AM,Chakri Suwankrajang (จักรี สุวรรณกระจ่าง)
41B01FEX1025,Dry che,10 ปอนด์,ภายในห้องตรวจพิสูจน์,1/1/2021,ศหญ.,FALSE,5/23/2024 2:51 PM,เลิศพงษ์ วงษ์บุตรดี,LeartphW@bot.or.th,ปกติ,,,5/25/2024 10:47 AM,Chakri Suwankrajang (จักรี สุวรรณกระจ่าง)
41B01FEX1026,Dry che,10 ปอนด์,ชานขนถ่ายธนบัตร,1/1/2021,ศหญ.,FALSE,5/23/2024 2:52 PM,เลิศพงษ์ วงษ์บุตรดี,LeartphW@bot.or.th,ปกติ,,,5/25/2024 10:47 AM,Chakri Suwankrajang (จักรี สุวรรณกระจ่าง)
41B01FEX1027,CO2,15 ปอนด์,ชานขนถ่ายธนบัตร,1/1/2021,ศหญ.,FALSE,5/23/2024 2:52 PM,เลิศพงษ์ วงษ์บุตรดี,LeartphW@bot.or.th,ปกติ,,,5/25/2024 10:47 AM,Chakri Suwankrajang (จักรี สุวรรณกระจ่าง)
41B01FEX1028,Dry che,10 ปอนด์,ชานขนถ่ายธนบัตร,1/1/2021,ศหญ.,FALSE,5/23/2024 2:54 PM,เลิศพงษ์ วงษ์บุตรดี,LeartphW@bot.or.th,ปกติ,,,5/25/2024 10:47 AM,Chakri Suwankrajang (จักรี สุวรรณกระจ่าง)
41B01FEX1029,Dry che,10 ปอนด์,ชานขนถ่ายธนบัตร,1/1/2021,ศหญ.,FALSE,5/23/2024 3:39 PM,เลิศพงษ์ วงษ์บุตรดี,LeartphW@bot.or.th,ปกติ,,,5/25/2024 10:47 AM,Chakri Suwankrajang (จักรี สุวรรณกระจ่าง)
41B01FEX1030,Dry che,10 ปอนด์,ทางขึ้นห้องเครื่อง,1/1/2021,ศหญ.,FALSE,5/23/2024 2:55 PM,เลิศพงษ์ วงษ์บุตรดี,LeartphW@bot.or.th,ปกติ,,,5/25/2024 10:47 AM,Chakri Suwankrajang (จักรี สุวรรณกระจ่าง)
41B01FEX2001,Dry che,10 ปอนด์,ห้องควบคุมงานรักษาความปลอดภัย ศหญ.,1/1/2021,ศหญ.,FALSE,5/23/2024 2:56 PM,เลิศพงษ์ วงษ์บุตรดี,LeartphW@bot.or.th,ปกติ,,,5/25/2024 10:47 AM,Chakri Suwankrajang (จักรี สุวรรณกระจ่าง)
41B01FEX2003,CO2,15 ปอนด์,ภายในห้อง MCR,1/1/2021,ศหญ.,FALSE,5/23/2024 2:57 PM,เลิศพงษ์ วงษ์บุตรดี,LeartphW@bot.or.th,ปกติ,,,5/25/2024 10:47 AM,Chakri Suwankrajang (จักรี สุวรรณกระจ่าง)
41B01FEX2004,CO2,15 ปอนด์,ภายในห้องเซิร์ฟเวอร์ MCR,1/1/2021,ศหญ.,FALSE,5/23/2024 3:04 PM,เลิศพงษ์ วงษ์บุตรดี,LeartphW@bot.or.th,ปกติ,,,5/25/2024 10:47 AM,Chakri Suwankrajang (จักรี สุวรรณกระจ่าง)
41B01FEX2005,CO2,15 ปอนด์,ภายในห้องไฟฟ้า ,1/1/2021,ศหญ.,FALSE,5/23/2024 3:10 PM,เลิศพงษ์ วงษ์บุตรดี,LeartphW@bot.or.th,ปกติ,,,5/25/2024 10:47 AM,Chakri Suwankrajang (จักรี สุวรรณกระจ่าง)
41B01FEX2006,Dry che,10 ปอนด์,ทางเดินหน้าห้องธุรการ,1/1/2021,ศหญ.,FALSE,5/23/2024 3:11 PM,เลิศพงษ์ วงษ์บุตรดี,LeartphW@bot.or.th,ปกติ,,,5/25/2024 10:47 AM,Chakri Suwankrajang (จักรี สุวรรณกระจ่าง)
41B01FEX2008,Dry che,10 ปอนด์,ภายในห้องธุรการ,1/1/2021,ศหญ.,FALSE,5/23/2024 3:12 PM,เลิศพงษ์ วงษ์บุตรดี,LeartphW@bot.or.th,ปกติ,,,5/25/2024 10:47 AM,Chakri Suwankrajang (จักรี สุวรรณกระจ่าง)
41B01FEX2010,Dry che,10 ปอนด์,ห้องเก็บเอกสาร,1/1/2021,ศหญ.,FALSE,5/23/2024 3:12 PM,เลิศพงษ์ วงษ์บุตรดี,LeartphW@bot.or.th,ปกติ,,,5/25/2024 10:47 AM,Chakri Suwankrajang (จักรี สุวรรณกระจ่าง)
41B01FEX2012,Dry che,10 ปอนด์,ทางเดินหน้าห้องพัดลม,1/1/2021,ศหญ.,FALSE,5/23/2024 3:18 PM,เลิศพงษ์ วงษ์บุตรดี,LeartphW@bot.or.th,ปกติ,,,5/25/2024 10:47 AM,Chakri Suwankrajang (จักรี สุวรรณกระจ่าง)
41B01FEX2013,CO2,15 ปอนด์,ภายในห้องพัดลม,1/1/2021,ศหญ.,FALSE,5/23/2024 3:19 PM,เลิศพงษ์ วงษ์บุตรดี,LeartphW@bot.or.th,ปกติ,,,5/25/2024 10:47 AM,Chakri Suwankrajang (จักรี สุวรรณกระจ่าง)
41B01FEX2014,CO2,15 ปอนด์,ภายในห้องควบคุมระบบอาคาร,1/1/2021,ศหญ.,FALSE,5/23/2024 3:20 PM,เลิศพงษ์ วงษ์บุตรดี,LeartphW@bot.or.th,ปกติ,,,5/25/2024 10:47 AM,Chakri Suwankrajang (จักรี สุวรรณกระจ่าง)
41B01FEX2015,CO2,15 ปอนด์,ภายในห้อง UPS,1/1/2021,ศหญ.,FALSE,5/23/2024 3:21 PM,เลิศพงษ์ วงษ์บุตรดี,LeartphW@bot.or.th,ปกติ,,,5/25/2024 10:47 AM,Chakri Suwankrajang (จักรี สุวรรณกระจ่าง)
41B01FEX2016,CO2,15 ปอนด์,ภายในห้อง MDB,1/1/2021,ศหญ.,FALSE,5/23/2024 3:22 PM,เลิศพงษ์ วงษ์บุตรดี,LeartphW@bot.or.th,ปกติ,,,5/25/2024 10:47 AM,Chakri Suwankrajang (จักรี สุวรรณกระจ่าง)
41B01FEX2017,CO2,15 ปอนด์,ภายในห้อง TRANSFORMER,1/1/2021,ศหญ.,FALSE,5/23/2024 3:22 PM,เลิศพงษ์ วงษ์บุตรดี,LeartphW@bot.or.th,ปกติ,,,5/25/2024 10:47 AM,Chakri Suwankrajang (จักรี สุวรรณกระจ่าง)
41B01FEX2018,CO2,15 ปอนด์,ภายในห้องไฟฟ้าสำรอง GENERATOR,1/1/2021,ศหญ.,FALSE,5/23/2024 3:23 PM,เลิศพงษ์ วงษ์บุตรดี,LeartphW@bot.or.th,ปกติ,,,5/25/2024 10:47 AM,Chakri Suwankrajang (จักรี สุวรรณกระจ่าง)
41B02FEX1001,Dry che,10 ปอนด์,ภายในป้อมรักษาการณ์ รปภ. G1,1/1/2021,ศหญ.,FALSE,5/23/2024 3:24 PM,เลิศพงษ์ วงษ์บุตรดี,LeartphW@bot.or.th,ปกติ,,,5/25/2024 10:47 AM,Chakri Suwankrajang (จักรี สุวรรณกระจ่าง)
41B02FEX1003,Dry che,10 ปอนด์,ภายในป้อมรักษาการณ์ ตำรวจ G1,1/1/2021,ศหญ.,FALSE,5/23/2024 3:25 PM,เลิศพงษ์ วงษ์บุตรดี,LeartphW@bot.or.th,ปกติ,,,5/25/2024 10:47 AM,Chakri Suwankrajang (จักรี สุวรรณกระจ่าง)
41B02FEX1004,Dry che,10 ปอนด์,ภายในห้องพักคอย G1,1/1/2021,ศหญ.,FALSE,5/23/2024 3:26 PM,เลิศพงษ์ วงษ์บุตรดี,LeartphW@bot.or.th,ปกติ,,,5/25/2024 10:47 AM,Chakri Suwankrajang (จักรี สุวรรณกระจ่าง)
41B03FEX1001,CO2,15 ปอนด์,ภายในห้องเครื่องปั๊มน้ำ,1/1/2021,ศหญ.,FALSE,5/23/2024 3:26 PM,เลิศพงษ์ วงษ์บุตรดี,LeartphW@bot.or.th,ปกติ,,,5/25/2024 10:47 AM,Chakri Suwankrajang (จักรี สุวรรณกระจ่าง)
33G41FEX6828,Dry che,10 ปอนด์,โรงจอดรถพนักงาน(G4),1/1/2025,ศอบ.,FALSE,,,,ปกติ,,,10/30/2025 8:18 AM,Sakchai Weruwanarak (ศักดิ์ชัย เวฬุวนารักษ์)
33B21FEX6829,Dry che,10 ปอนด์,อาคาร B2 อาคารผู้มาติดต่อ B2 (หน้าห้องพักคอย.),1/1/2025,ศอบ.,FALSE,,,,ปกติ,,,10/30/2025 8:18 AM,Sakchai Weruwanarak (ศักดิ์ชัย เวฬุวนารักษ์)
50C1FHC01,Dry che,10 ปอนด์,โถงทางเดินหน้า Shop วิศวกรรม ,9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,7/16/2023 9:47 AM,Suraphas Muenkun (สุรพัศ หมื่นคุณ)
50C1FHC02,Dry che,10 ปอนด์,ทางเข้าห้องอาหาร ฝั่งตู้ ATM (ห้องพักผ่อนแม่บ้าน),9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,2/20/2025 7:35 PM,Nattaphat Prachaplang (ณัฏฐ์พัฒน์ ประชาแปลง)
50C1FHC03,Dry che,10 ปอนด์,หน้าประตูทางเข้า C-114 ก่อนเข้าป้อม 6,9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,2/20/2025 7:37 PM,Nattaphat Prachaplang (ณัฏฐ์พัฒน์ ประชาแปลง)
50C1FHC04,Dry che,10 ปอนด์,หน้าห้องแผนกจัดหาฯ (ข้างห้อง MCR 2),9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,7/16/2023 9:49 AM,Suraphas Muenkun (สุรพัศ หมื่นคุณ)
50C1FE01,BF2000,10 ปอนด์,ห้องอาหาร (หน้าห้องระบบสุขาภิบาล/ห้องน้ำ),9/4/2022,ทอศ.,FALSE,,,,ปกติ,-,,2/20/2025 6:32 PM,Nattaphat Prachaplang (ณัฏฐ์พัฒน์ ประชาแปลง)
50C1FE02,BF2000,10 ปอนด์,ห้องอาหาร (ทางเดินข้างร้าน 4),9/4/2022,ทอศ.,FALSE,,,,ปกติ,-,,2/20/2025 6:32 PM,Nattaphat Prachaplang (ณัฏฐ์พัฒน์ ประชาแปลง)
50C1FE03,Dry che,10 ปอนด์,ห้องอาหาร (เคาท์เตอร์ขายของสโมสร ติดตู้แช่),9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,7/16/2023 9:56 AM,Suraphas Muenkun (สุรพัศ หมื่นคุณ)
50C1FE04,Dry che,10 ปอนด์,Locker พนักงานชาย (ภายในห้อง),9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,7/16/2023 9:57 AM,Suraphas Muenkun (สุรพัศ หมื่นคุณ)
50C1FE05,CO2,10 ปอนด์,ในห้องพยาบาล,10/1/2024,ทอศ.,FALSE,,,,ปกติ,,12.11 KG,2/19/2025 9:34 AM,Nattaphat Prachaplang (ณัฏฐ์พัฒน์ ประชาแปลง)
50C2FHC01,Dry che,10 ปอนด์,หน้าลิฟต์วิศวกรรมทางเดินไปฝจธ.,9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,7/16/2023 10:42 AM,Suraphas Muenkun (สุรพัศ หมื่นคุณ)
50C2FHC02,Dry che,10 ปอนด์,หน้าห้องนันทนาการ (ข้างห้องจัดเลี้ยง),9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,2/20/2025 7:39 PM,Nattaphat Prachaplang (ณัฏฐ์พัฒน์ ประชาแปลง)
50C2FHC04,Dry che,10 ปอนด์,ข้างห้องคอมพิวเตอร์ หน้าห้องประชุม 201,9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,2/20/2025 7:40 PM,Nattaphat Prachaplang (ณัฏฐ์พัฒน์ ประชาแปลง)
50C2FE01,Dry che,10 ปอนด์,ภายในห้องสมุด,9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,7/16/2023 10:44 AM,Suraphas Muenkun (สุรพัศ หมื่นคุณ)
50C3FHC01,Dry che,10 ปอนด์,หน้าลิฟต์วิศวกรรมชั้น 3 (ด้านอาคาร 2),9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,7/16/2023 10:45 AM,Suraphas Muenkun (สุรพัศ หมื่นคุณ)
50C3FHC02,Dry che,10 ปอนด์,ข้างห้องส่วนวางแผน,9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,7/16/2023 10:45 AM,Suraphas Muenkun (สุรพัศ หมื่นคุณ)
50C3FHC03,Dry che,10 ปอนด์,ข้างลิฟท์ชั้น 3 ใกล้ห้องเครื่องระบบไฟฟ้า (ฝั่งเลขา ผอ.สำนักผลิต),9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,2/20/2025 7:41 PM,Nattaphat Prachaplang (ณัฏฐ์พัฒน์ ประชาแปลง)
50C3FHC04,Dry che,10 ปอนด์,ใกล้ประตูโถงทางเดินกลาง (ข้างห้อง ผอส.ฝจธ.),9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,2/20/2025 7:42 PM,Nattaphat Prachaplang (ณัฏฐ์พัฒน์ ประชาแปลง)
50C3FE01,Dry che,10 ปอนด์,หน้าห้องฝึกอบรมคอมพิวเตอร์,9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,7/16/2023 10:47 AM,Suraphas Muenkun (สุรพัศ หมื่นคุณ)
50CHFHC01,Dry che,10 ปอนด์,ดาดฟ้า (ด้านในประตูหนีไฟ C-404) ,9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,7/16/2023 10:52 AM,Suraphas Muenkun (สุรพัศ หมื่นคุณ)
50D1FHC01,Dry che,10 ปอนด์,หน้าห้องแผนกเครื่องจักรสนับสนุนการผลิต (ขอเปลี่ยนเป็น BF2000),9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,2/20/2025 7:44 PM,Nattaphat Prachaplang (ณัฏฐ์พัฒน์ ประชาแปลง)
50D1FHC02,Dry che,10 ปอนด์,ห้องคลังพัสดุ (มุมหลังห้อง),9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,7/16/2023 11:15 AM,Suraphas Muenkun (สุรพัศ หมื่นคุณ)
50D1FE01,Dry che,10 ปอนด์,ใน Shop แผนกระบบอาคาร ติดผนังหลังเครื่อง Mazak,9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,2/20/2025 7:46 PM,Nattaphat Prachaplang (ณัฏฐ์พัฒน์ ประชาแปลง)
50H1FHC01,Dry che,10 ปอนด์,อาคารสโมสรหน้าบันได,9/21/2022,ทอศ.,TRUE,12/21/2021 4:16 PM,อธิบดี หงษ์ชุมแพ,JakkriH@bot.or.th,ปกติ,-,,7/23/2023 12:18 PM,Suraphas Muenkun (สุรพัศ หมื่นคุณ)
50D1FE02,Dry che,10 ปอนด์,ใน Shop แผนกระบบอาคาร,9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,7/16/2023 11:20 AM,Suraphas Muenkun (สุรพัศ หมื่นคุณ)
50D1FE03-1,Dry che,10 ปอนด์,ห้องเก็บสารเคมี คลังพัสดุ ,9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,7/23/2023 1:31 PM,Suraphas Muenkun (สุรพัศ หมื่นคุณ)
50D1FE03-2,Dry che,15 ปอนด์,ห้องเก็บสารเคมี คลังพัสดุ ,9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,7/23/2023 1:31 PM,Suraphas Muenkun (สุรพัศ หมื่นคุณ)
50H1FHC02,Dry che,10 ปอนด์,อาคารสโมสรข้างห้องเอนกประสงค์,9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,7/23/2023 12:18 PM,Suraphas Muenkun (สุรพัศ หมื่นคุณ)
50H1FE01,CO2,10 ปอนด์,หลังห้องครัว อาคารสโมสร,10/1/2024,ทอศ.,FALSE,,,,ปกติ,,12.11 KG,2/19/2025 1:07 PM,Nattaphat Prachaplang (ณัฏฐ์พัฒน์ ประชาแปลง)
50D1FE04,Dry che,10 ปอนด์,ใน Shop แผนกระบบอาคาร,9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,7/16/2023 11:26 AM,Suraphas Muenkun (สุรพัศ หมื่นคุณ)
50H2FE01,CO2,10 ปอนด์,ในห้องไฟฟ้าแรงสูง (หลังห้องดนตรี/กุญแจอยู่ผกล.),10/1/2024,ทอศ.,FALSE,,,,ปกติ,,12.11 KG,2/19/2025 1:11 PM,Nattaphat Prachaplang (ณัฏฐ์พัฒน์ ประชาแปลง)
50J1FE01,CO2,10 ปอนด์,ภายในอาคารน้ำดับเพลิง,10/1/2024,ทอศ.,FALSE,,,,ปกติ,,12.11 KG,2/19/2025 1:12 PM,Nattaphat Prachaplang (ณัฏฐ์พัฒน์ ประชาแปลง)
50Q1FE01,Dry che,10 ปอนด์,อาคารเก็บวัสดุรอจำหน่าย (ด้านหน้าขวามือ),9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,2/20/2025 7:56 PM,Nattaphat Prachaplang (ณัฏฐ์พัฒน์ ประชาแปลง)
50Q1FE02,Dry che,10 ปอนด์,อาคารเก็บวัสดุรอจำหน่าย (ภายในห้อง),9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,7/17/2023 3:57 PM,Suraphas Muenkun (สุรพัศ หมื่นคุณ)
50Q1FE03,Dry che,10 ปอนด์,อาคารเก็บวัสดุรอจำหน่าย (ภายในห้อง) (ขอเปลี่ยนเป็น BF2000),9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,2/20/2025 7:57 PM,Nattaphat Prachaplang (ณัฏฐ์พัฒน์ ประชาแปลง)
50Q1FE04,CO2,10 ปอนด์,ห้องเก็บวัสดุไวไฟ (ขึ้นกับอาคารผลิดหมึกพิมพ์),10/1/2024,ทอศ.,FALSE,,,,ปกติ,,12.11 KG,2/20/2025 7:58 PM,Nattaphat Prachaplang (ณัฏฐ์พัฒน์ ประชาแปลง)
50Q1FE05,CO2,10 ปอนด์,ห้องเก็บวัสดุไวไฟ (ขึ้นกับอาคารผลิดหมึกพิมพ์),10/1/2024,ทอศ.,FALSE,,,,ปกติ,,12.11 KG,2/20/2025 7:59 PM,Nattaphat Prachaplang (ณัฏฐ์พัฒน์ ประชาแปลง)
50Q1FE06,CO2,10 ปอนด์,ห้องเก็บวัสดุไวไฟ (ขึ้นกับอาคารผลิดหมึกพิมพ์),10/1/2024,ทอศ.,FALSE,,,,ปกติ,,12.11 KG,2/20/2025 7:59 PM,Nattaphat Prachaplang (ณัฏฐ์พัฒน์ ประชาแปลง)
50R1FE01,Dry che,10 ปอนด์,หน้าห้องอุปกรณ์ทำสวน,9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,7/17/2023 4:04 PM,Suraphas Muenkun (สุรพัศ หมื่นคุณ)
50P11FE01,Dry che,10 ปอนด์,จุดรักษาการณ์ป้อม 1 ติดฝาผนังในป้อม 1,9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,7/23/2023 12:44 PM,Suraphas Muenkun (สุรพัศ หมื่นคุณ)
50P21FE05,Dry che,10 ปอนด์,จุดรักษาการณ์ป้อม 2 ติดฝาผนังใต้โทรศัพท์หน้าป้อม 2,9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,7/23/2023 12:45 PM,Suraphas Muenkun (สุรพัศ หมื่นคุณ)
50P31FE01,Dry che,10 ปอนด์,จุดรักษาการณ์ป้อม 3 ติดฝาผนังในป้อม 3,9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,7/23/2023 12:45 PM,Suraphas Muenkun (สุรพัศ หมื่นคุณ)
50P51FE01,Dry che,10 ปอนด์,จุดรักษาการณ์ป้อม 5 ติดข้างผนังห้องน้ำหน้าป้อม 5,9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,7/23/2023 12:46 PM,Suraphas Muenkun (สุรพัศ หมื่นคุณ)
50D1FE05,CO2,10 ปอนด์,หน้าห้องแผนกระบบอาคาร (ห้องปฏิบัติการไฟฟ้า ) ,10/1/2024,ทอศ.,FALSE,,,,ปกติ,,12.11 KG,2/19/2025 9:44 AM,Nattaphat Prachaplang (ณัฏฐ์พัฒน์ ประชาแปลง)
50D1FE06,CO2,10 ปอนด์,หน้าห้องพัสดุ,10/1/2024,ทอศ.,FALSE,,,,ปกติ,,12.11 KG,2/19/2025 9:46 AM,Nattaphat Prachaplang (ณัฏฐ์พัฒน์ ประชาแปลง)
50T1FE01,Dry che,10 ปอนด์,ภายในโกดัง 2,9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,7/17/2023 4:05 PM,Suraphas Muenkun (สุรพัศ หมื่นคุณ)
50T1FE02,Dry che,10 ปอนด์,ภายในโกดัง 2,9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,7/17/2023 4:28 PM,Suraphas Muenkun (สุรพัศ หมื่นคุณ)
50T1FE03,Dry che,10 ปอนด์,ติดเสาด้านหน้าอาคารโกดัง 2,9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,7/17/2023 4:29 PM,Suraphas Muenkun (สุรพัศ หมื่นคุณ)
50G1C01,Dry che,10 ปอนด์,ประจำรถไฟฟ้า ทอศ.,12/18/2019,ทอศ.,FALSE,,,,ปกติ,-,,7/17/2023 4:42 PM,Suraphas Muenkun (สุรพัศ หมื่นคุณ)
50G1C02,Dry che,10 ปอนด์,ประจำรถไฟฟ้า ทอศ.,6/12/2019,ทอศ.,FALSE,,,,ปกติ,-,,7/17/2023 4:42 PM,Suraphas Muenkun (สุรพัศ หมื่นคุณ)
50G1C03,CO2,10 ปอนด์,ประจำรถไฟฟ้า ทอศ.,10/1/2024,ทอศ.,FALSE,,,,ปกติ,,12.11 KG,2/19/2025 1:14 PM,Nattaphat Prachaplang (ณัฏฐ์พัฒน์ ประชาแปลง)
50D1FE07,Dry che,10 ปอนด์,ห้องช่างไม้ หน้าห้องสำนักงาน,9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,2/20/2025 8:06 PM,Nattaphat Prachaplang (ณัฏฐ์พัฒน์ ประชาแปลง)
50D1FE08,Dry che,10 ปอนด์,ประตูลานขนถ่ายห้องอาหาร ข้างเครื่องกรองน้ำ,9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,2/20/2025 8:07 PM,Nattaphat Prachaplang (ณัฏฐ์พัฒน์ ประชาแปลง)
50D1FE09,CO2,10 ปอนด์,ประตูลานขนถ่ายห้องอาหาร,10/1/2024,ทอศ.,FALSE,,,,ปกติ,,12.11 KG,2/19/2025 9:59 AM,Nattaphat Prachaplang (ณัฏฐ์พัฒน์ ประชาแปลง)
50D1FE10,CO2,10 ปอนด์,บริเวณหน้าห้องพัสดุ,10/1/2024,ทอศ.,FALSE,,,,ปกติ,,12.11 KG,2/19/2025 10:00 AM,Nattaphat Prachaplang (ณัฏฐ์พัฒน์ ประชาแปลง)
50D2FE01,Dry che,10 ปอนด์,ชั้นลอยห้องพัสดุ,9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,7/16/2023 11:36 AM,Suraphas Muenkun (สุรพัศ หมื่นคุณ)
50D2FHC01,Dry che,10 ปอนด์,ทางเดินชั้นที่ 2 (ด้านในแผนกวิศวกรรม),9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,7/16/2023 11:36 AM,Suraphas Muenkun (สุรพัศ หมื่นคุณ)
50M1FHC01,Dry che,10 ปอนด์,โถงรับจ่ายธนบัตร,9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,7/16/2023 11:37 AM,Suraphas Muenkun (สุรพัศ หมื่นคุณ)
50M1FHC02,Dry che,10 ปอนด์,ทางเดินกลาง (ข้างลิฟท์) ห้องมั่นคงรอนับ,9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,7/16/2023 11:38 AM,Suraphas Muenkun (สุรพัศ หมื่นคุณ)
50M1FHC03,Dry che,10 ปอนด์,ห้องตรวจนับธนบัตร 2,9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,7/16/2023 11:39 AM,Suraphas Muenkun (สุรพัศ หมื่นคุณ)
50M1FHC04,Dry che,10 ปอนด์,ห้องบดทำลาย,9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,7/16/2023 11:39 AM,Suraphas Muenkun (สุรพัศ หมื่นคุณ)
50M1FHC05,Dry che,10 ปอนด์,ห้องพิสูจน์ธนบัตร ส่วนบริการธนบัตร,9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,7/16/2023 11:40 AM,Suraphas Muenkun (สุรพัศ หมื่นคุณ)
50M1FHC06,Dry che,10 ปอนด์,ห้องตรวจนับธนบัตร 1,9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,7/16/2023 11:42 AM,Suraphas Muenkun (สุรพัศ หมื่นคุณ)
50M1FE01,CO2,10 ปอนด์,ห้องตรวจนับธนบัตร 1,10/1/2024,ทอศ.,FALSE,,,,ปกติ,,12.11 KG,2/19/2025 10:08 AM,Nattaphat Prachaplang (ณัฏฐ์พัฒน์ ประชาแปลง)
50M1FE02,CO2,10 ปอนด์,ห้องตรวจนับธนบัตร 1,10/1/2024,ทอศ.,FALSE,,,,ปกติ,,12.11 KG,2/19/2025 10:09 AM,Nattaphat Prachaplang (ณัฏฐ์พัฒน์ ประชาแปลง)
50M1FE03,CO2,10 ปอนด์,ห้องตรวจนับธนบัตร 1,10/1/2024,ทอศ.,FALSE,,,,ปกติ,,12.11 KG,2/19/2025 10:09 AM,Nattaphat Prachaplang (ณัฏฐ์พัฒน์ ประชาแปลง)
50E1FHC01,Dry che,10 ปอนด์,หน้าบันไดขึ้นชั้น2,9/21/2022,ทอศ.,FALSE,,,,ปกติ,-,,7/18/2023 4:45 PM,Suraphas Muenkun (สุรพัศ หมื่นคุณ)
